minority,female,ses,mathach,size,sector,SCHOOL,ses_mean,N_BREAK,CWCses
0,0,-.878,10.557,842,0,1224,-.434382978723404,47,-.443617021276596
0,0,-.938,.868,842,0,1224,-.434382978723404,47,-.503617021276596
0,0,-.548,8.296,842,0,1224,-.434382978723404,47,-.113617021276596
1,0,.142,-1.688,842,0,1224,-.434382978723404,47,.576382978723404
0,1,.972,2.059,842,0,1224,-.434382978723404,47,1.4063829787234
0,0,.372,6.714,842,0,1224,-.434382978723404,47,.806382978723404
1,0,-1.658,.122,842,0,1224,-.434382978723404,47,-1.2236170212766
0,1,-1.068,2.381,842,0,1224,-.434382978723404,47,-.633617021276596
0,1,-.248,16.336,842,0,1224,-.434382978723404,47,.186382978723404
0,1,-1.398,6.134,842,0,1224,-.434382978723404,47,-.963617021276596
0,1,.752,23.584,842,0,1224,-.434382978723404,47,1.1863829787234
0,1,.012,14.053,842,0,1224,-.434382978723404,47,.446382978723404
0,1,-.418,2.183,842,0,1224,-.434382978723404,47,.0163829787234043
0,1,-.788,7.857,1855,0,1288,.1216,25,-.9096
1,0,-.328,10.171,1855,0,1288,.1216,25,-.4496
0,0,.472,15.699,1855,0,1288,.1216,25,.3504
0,1,.352,22.919,1855,0,1288,.1216,25,.2304
1,1,-1.468,10.664,1855,0,1288,.1216,25,-1.5896
0,1,.202,13.543,1855,0,1288,.1216,25,.0804
0,0,-.518,18.207,1855,0,1288,.1216,25,-.6396
1,0,-.158,5.552,1855,0,1288,.1216,25,-.2796
0,0,.042,7.416,1855,0,1288,.1216,25,-.0796
0,0,.682,18.792,1855,0,1288,.1216,25,.5604
0,0,1.262,1.575,1855,0,1288,.1216,25,1.1404
0,1,.152,3.534,1855,0,1288,.1216,25,.0304
0,1,-.678,20.173,1855,0,1288,.1216,25,-.7996
0,1,.332,10.772,1855,0,1288,.1216,25,.2104
0,1,-.728,2.619,1855,0,1288,.1216,25,-.8496
0,1,1.262,21.3,1855,0,1288,.1216,25,1.1404
0,0,.612,19.527,1855,0,1288,.1216,25,.4904
0,1,.692,18.402,1855,0,1288,.1216,25,.5704
0,1,1.082,20.69,1855,0,1288,.1216,25,.9604
0,0,.222,21.437,1855,0,1288,.1216,25,.1004
0,0,.032,7.519,1855,0,1288,.1216,25,-.0896
0,0,-.118,18.397,1855,0,1288,.1216,25,-.2396
0,0,-.488,4.617,1855,0,1288,.1216,25,-.6096
0,0,.322,23.578,1855,0,1288,.1216,25,.2004
0,0,.592,12.81,1855,0,1288,.1216,25,.4704
1,1,-.148,12.668,1719,0,1296,-.4255,48,.2775
1,0,-.858,.781,1719,0,1296,-.4255,48,-.4325
1,1,-1.568,4.968,1719,0,1296,-.4255,48,-1.1425
1,0,-.898,23.172,1719,0,1296,-.4255,48,-.4725
1,1,-.288,8.278,1719,0,1296,-.4255,48,.1375
1,1,-1.088,6.244,1719,0,1296,-.4255,48,-.6625
1,1,-1.388,1.326,1719,0,1296,-.4255,48,-.9625
1,0,-1.148,2.359,1719,0,1296,-.4255,48,-.7225
1,1,-.558,6.757,1719,0,1296,-.4255,48,-.1325
1,1,-.698,6.251,1719,0,1296,-.4255,48,-.2725
1,1,.142,3.404,1719,0,1296,-.4255,48,.5675
1,0,.522,22.201,1719,0,1296,-.4255,48,.9475
1,0,.732,-1.353,1719,0,1296,-.4255,48,1.1575
1,1,-.248,-.014,1719,0,1296,-.4255,48,.1775
1,1,.322,5.216,1719,0,1296,-.4255,48,.7475
1,1,.052,3.587,1719,0,1296,-.4255,48,.4775
1,1,-.028,11.162,1719,0,1296,-.4255,48,.3975
1,1,-.898,5.982,1719,0,1296,-.4255,48,-.4725
1,0,-.818,2.814,1719,0,1296,-.4255,48,-.3925
1,1,-1.408,7.272,1719,0,1296,-.4255,48,-.9825
1,0,-1.258,8.895,1719,0,1296,-.4255,48,-.8325
1,0,-.608,8.773,1719,0,1296,-.4255,48,-.1825
1,1,1.242,12.176,1719,0,1296,-.4255,48,1.6675
0,0,-.688,3.052,1719,0,1296,-.4255,48,-.2625
1,1,-.828,6.834,1719,0,1296,-.4255,48,-.4025
1,1,-.698,3.255,1719,0,1296,-.4255,48,-.2725
1,1,-.498,6.355,1719,0,1296,-.4255,48,-.0725
1,0,-.658,11.589,1719,0,1296,-.4255,48,-.2325
1,1,-.778,8.08,1719,0,1296,-.4255,48,-.3525
1,1,-.098,19.822,1719,0,1296,-.4255,48,.3275
1,1,-1.028,14.239,1719,0,1296,-.4255,48,-.6025
1,1,-.418,1.17,1719,0,1296,-.4255,48,.00750000000000001
1,1,-.408,-1.127,1719,0,1296,-.4255,48,.0175
1,0,.352,10.84,1719,0,1296,-.4255,48,.7775
1,1,-1.628,6.778,1719,0,1296,-.4255,48,-1.2025
1,1,-.698,9.449,1719,0,1296,-.4255,48,-.2725
1,0,-.168,5.995,1719,0,1296,-.4255,48,.2575
1,1,-.718,4.765,1719,0,1296,-.4255,48,-.2925
1,1,-1.008,14.399,1719,0,1296,-.4255,48,-.5825
1,0,-.178,6.588,1719,0,1296,-.4255,48,.2475
1,0,.392,11.026,1719,0,1296,-.4255,48,.8175
1,1,-.358,7.095,1719,0,1296,-.4255,48,.0675
1,0,-.628,12.721,1719,0,1296,-.4255,48,-.2025
1,0,-.038,5.52,1719,0,1296,-.4255,48,.3875
1,1,.972,7.353,1719,0,1296,-.4255,48,1.3975
1,1,.252,7.095,1719,0,1296,-.4255,48,.6775
1,1,.332,9.999,1719,0,1296,-.4255,48,.7575
1,0,-.308,10.715,1719,0,1296,-.4255,48,.1175
0,0,.422,13.233,716,1,1308,.528,20,-.106
0,0,.562,13.952,716,1,1308,.528,20,.0340000000000001
1,0,-.058,13.757,716,1,1308,.528,20,-.586
0,0,.952,13.97,716,1,1308,.528,20,.424
0,0,.622,23.434,716,1,1308,.528,20,.0940000000000001
0,0,.832,9.162,716,1,1308,.528,20,.304
0,0,1.512,23.818,716,1,1308,.528,20,.984
0,0,.622,15.998,716,1,1308,.528,20,.0940000000000001
1,0,.332,16.039,716,1,1308,.528,20,-.196
0,0,.442,24.993,716,1,1308,.528,20,-.0859999999999999
1,0,.582,15.657,716,1,1308,.528,20,.054
0,0,1.102,16.258,716,1,1308,.528,20,.574
0,0,.892,10.546,716,1,1308,.528,20,.364
1,0,.802,17.615,716,1,1308,.528,20,.274
1,0,-.568,21.116,716,1,1308,.528,20,-1.096
1,0,.522,6.493,716,1,1308,.528,20,-.00599999999999989
1,0,.102,2.512,716,1,1308,.528,20,-.426
1,0,-.348,22.393,716,1,1308,.528,20,-.876
0,0,.552,21.488,716,1,1308,.528,20,.0240000000000001
0,0,.682,22.676,716,1,1308,.528,20,.154
0,1,.882,12.862,455,1,1317,.345333333333333,48,.536666666666667
1,1,.932,8.961,455,1,1317,.345333333333333,48,.586666666666667
1,1,-.158,4.756,455,1,1317,.345333333333333,48,-.503333333333333
1,1,.362,21.405,455,1,1317,.345333333333333,48,.0166666666666666
0,1,1.372,20.748,455,1,1317,.345333333333333,48,1.02666666666667
1,1,.132,18.362,455,1,1317,.345333333333333,48,-.213333333333333
0,1,.132,14.752,455,1,1317,.345333333333333,48,-.213333333333333
1,1,-.008,11.29,455,1,1317,.345333333333333,48,-.353333333333333
1,1,-.108,10.493,455,1,1317,.345333333333333,48,-.453333333333333
1,1,.612,10.956,455,1,1317,.345333333333333,48,.266666666666667
1,1,.482,21.405,455,1,1317,.345333333333333,48,.136666666666667
0,1,.502,23.355,455,1,1317,.345333333333333,48,.156666666666667
1,1,.482,12.283,455,1,1317,.345333333333333,48,.136666666666667
1,1,.472,9.257,455,1,1317,.345333333333333,48,.126666666666667
0,1,-.578,11.502,455,1,1317,.345333333333333,48,-.923333333333333
1,1,1.152,20.039,455,1,1317,.345333333333333,48,.806666666666666
1,1,-.288,21.405,455,1,1317,.345333333333333,48,-.633333333333333
1,1,.942,23.736,455,1,1317,.345333333333333,48,.596666666666666
1,1,.722,11.027,455,1,1317,.345333333333333,48,.376666666666667
1,1,-.108,17.203,455,1,1317,.345333333333333,48,-.453333333333333
1,1,1.462,10.661,455,1,1317,.345333333333333,48,1.11666666666667
1,1,-.028,7.031,455,1,1317,.345333333333333,48,-.373333333333333
0,1,.702,13.677,455,1,1317,.345333333333333,48,.356666666666667
1,1,.082,13.373,455,1,1317,.345333333333333,48,-.263333333333333
1,1,-.108,10.121,455,1,1317,.345333333333333,48,-.453333333333333
1,1,.322,10.394,455,1,1317,.345333333333333,48,-.0233333333333334
1,1,.302,6.973,455,1,1317,.345333333333333,48,-.0433333333333334
0,1,-.098,11.064,455,1,1317,.345333333333333,48,-.443333333333333
1,1,-.848,11.531,455,1,1317,.345333333333333,48,-1.19333333333333
1,1,-1.248,8.253,455,1,1317,.345333333333333,48,-1.59333333333333
1,1,.122,7.142,455,1,1317,.345333333333333,48,-.223333333333333
1,1,.272,3.22,455,1,1317,.345333333333333,48,-.0733333333333334
0,1,.582,15.784,455,1,1317,.345333333333333,48,.236666666666667
1,1,.642,17.246,455,1,1317,.345333333333333,48,.296666666666667
1,1,.952,9.337,455,1,1317,.345333333333333,48,.606666666666666
1,1,-.258,15.555,455,1,1317,.345333333333333,48,-.603333333333333
1,1,.492,8.382,455,1,1317,.345333333333333,48,.146666666666667
0,1,.992,11.621,455,1,1317,.345333333333333,48,.646666666666667
1,1,.832,4.81,455,1,1317,.345333333333333,48,.486666666666667
1,1,-.068,17.869,455,1,1317,.345333333333333,48,-.413333333333333
1,1,-.088,8.057,455,1,1317,.345333333333333,48,-.433333333333333
1,1,.972,11.794,455,1,1317,.345333333333333,48,.626666666666666
0,1,.542,18.939,455,1,1317,.345333333333333,48,.196666666666667
1,1,.132,20.261,455,1,1317,.345333333333333,48,-.213333333333333
1,1,-.008,10.066,455,1,1317,.345333333333333,48,-.353333333333333
0,1,.812,20.236,455,1,1317,.345333333333333,48,.466666666666667
0,1,1.122,4.508,455,1,1317,.345333333333333,48,.776666666666667
0,1,.062,18.827,455,1,1317,.345333333333333,48,-.283333333333333
1,0,.032,-1.347,1430,0,1358,-.0196666666666667,30,.0516666666666667
0,1,-1.088,8.054,1430,0,1358,-.0196666666666667,30,-1.06833333333333
0,0,.372,15.655,1430,0,1358,-.0196666666666667,30,.391666666666667
0,0,-.568,11.648,1430,0,1358,-.0196666666666667,30,-.548333333333333
0,0,-.328,11.629,1430,0,1358,-.0196666666666667,30,-.308333333333333
0,1,-.018,18.687,1430,0,1358,-.0196666666666667,30,.00166666666666668
1,0,-1.208,-.827,1430,0,1358,-.0196666666666667,30,-1.18833333333333
0,0,-.098,7.87,1430,0,1358,-.0196666666666667,30,-.0783333333333333
0,0,.942,18.115,1430,0,1358,-.0196666666666667,30,.961666666666667
0,1,-1.408,3.792,1430,0,1358,-.0196666666666667,30,-1.38833333333333
0,0,.122,11.03,1430,0,1358,-.0196666666666667,30,.141666666666667
0,1,.362,7.564,1430,0,1358,-.0196666666666667,30,.381666666666667
1,1,-.708,3.465,1430,0,1358,-.0196666666666667,30,-.688333333333333
0,0,.252,15.038,1430,0,1358,-.0196666666666667,30,.271666666666667
0,1,.312,10.184,1430,0,1358,-.0196666666666667,30,.331666666666667
0,1,-.678,2.933,1430,0,1358,-.0196666666666667,30,-.658333333333333
0,0,-.148,8.438,1430,0,1358,-.0196666666666667,30,-.128333333333333
0,1,-.168,7.519,1430,0,1358,-.0196666666666667,30,-.148333333333333
0,0,1.092,18.735,1430,0,1358,-.0196666666666667,30,1.11166666666667
0,1,.232,10.19,1430,0,1358,-.0196666666666667,30,.251666666666667
0,0,.422,16.294,1430,0,1358,-.0196666666666667,30,.441666666666667
0,0,1.282,10.65,1430,0,1358,-.0196666666666667,30,1.30166666666667
0,0,-.248,10.301,1430,0,1358,-.0196666666666667,30,-.228333333333333
0,0,.952,17.811,1430,0,1358,-.0196666666666667,30,.971666666666667
0,1,-.038,14.646,1430,0,1358,-.0196666666666667,30,-.0183333333333333
0,1,-.398,17.191,1430,0,1358,-.0196666666666667,30,-.378333333333333
0,0,.162,8.69,1430,0,1358,-.0196666666666667,30,.181666666666667
0,0,.682,21.142,1430,0,1358,-.0196666666666667,30,.701666666666667
0,0,-.668,16.499,1430,0,1358,-.0196666666666667,30,-.648333333333333
0,0,-.038,14.591,1430,0,1358,-.0196666666666667,30,-.0183333333333333
0,0,.322,16.663,2400,0,1374,-.0126428571428571,28,.334642857142857
1,1,.212,-2.155,2400,0,1374,-.0126428571428571,28,.224642857142857
1,1,.682,.085,2400,0,1374,-.0126428571428571,28,.694642857142857
0,1,-.148,18.804,2400,0,1374,-.0126428571428571,28,-.135357142857143
1,1,-.468,2.409,2400,0,1374,-.0126428571428571,28,-.455357142857143
0,1,.842,16.759,2400,0,1374,-.0126428571428571,28,.854642857142857
1,0,.072,18.948,2400,0,1374,-.0126428571428571,28,.0846428571428571
0,1,.332,10.593,2400,0,1374,-.0126428571428571,28,.344642857142857
0,0,-.858,15.557,2400,0,1374,-.0126428571428571,28,-.845357142857143
0,0,.902,23.419,2400,0,1374,-.0126428571428571,28,.914642857142857
1,0,1.242,.333,2400,0,1374,-.0126428571428571,28,1.25464285714286
0,0,-.738,-2.002,2400,0,1374,-.0126428571428571,28,-.725357142857143
0,0,.362,24.041,2400,0,1374,-.0126428571428571,28,.374642857142857
1,0,.712,-2.657,2400,0,1374,-.0126428571428571,28,.724642857142857
0,1,.452,7.603,2400,0,1374,-.0126428571428571,28,.464642857142857
1,0,-.598,5.803,2400,0,1374,-.0126428571428571,28,-.585357142857143
1,0,-1.028,3.931,2400,0,1374,-.0126428571428571,28,-1.01535714285714
0,0,-.338,8.268,2400,0,1374,-.0126428571428571,28,-.325357142857143
0,0,-.948,1.344,2400,0,1374,-.0126428571428571,28,-.935357142857143
1,0,.292,16.449,2400,0,1374,-.0126428571428571,28,.304642857142857
0,1,-1.218,2.881,2400,0,1374,-.0126428571428571,28,-1.20535714285714
0,1,.492,20.93,2400,0,1374,-.0126428571428571,28,.504642857142857
0,0,1.152,22.086,2400,0,1374,-.0126428571428571,28,1.16464285714286
0,1,-.758,7.653,2400,0,1374,-.0126428571428571,28,-.745357142857143
0,1,-.298,8.082,2400,0,1374,-.0126428571428571,28,-.285357142857143
0,1,-.478,5.503,2400,0,1374,-.0126428571428571,28,-.465357142857143
0,1,.192,9.004,2400,0,1374,-.0126428571428571,28,.204642857142857
0,0,-.738,12.063,2400,0,1374,-.0126428571428571,28,-.725357142857143
0,0,.812,12.907,899,1,1433,.712,35,.1
0,0,1.332,18.496,899,1,1433,.712,35,.62
0,0,-.338,20.323,899,1,1433,.712,35,-1.05
0,0,1.082,22.682,899,1,1433,.712,35,.37
0,0,.542,14.198,899,1,1433,.712,35,-.17
0,0,.382,24.044,899,1,1433,.712,35,-.33
0,0,.592,19.571,899,1,1433,.712,35,-.12
0,0,.852,22.183,899,1,1433,.712,35,.14
0,0,-.368,16.676,899,1,1433,.712,35,-1.08
0,0,1.022,23.327,899,1,1433,.712,35,.31
0,0,.712,16.394,899,1,1433,.712,35,0
0,0,.272,23.032,899,1,1433,.712,35,-.44
0,0,1.182,18.586,899,1,1433,.712,35,.47
0,0,-.588,15.246,899,1,1433,.712,35,-1.3
0,0,1.282,20.731,899,1,1433,.712,35,.57
0,0,.942,20.447,899,1,1433,.712,35,.23
0,0,1.512,23.572,899,1,1433,.712,35,.8
0,0,.222,17.571,899,1,1433,.712,35,-.49
0,0,.992,24.993,899,1,1433,.712,35,.28
0,0,1.362,24.421,899,1,1433,.712,35,.65
0,0,.482,11.478,899,1,1433,.712,35,-.23
0,0,1.292,24.812,899,1,1433,.712,35,.58
0,0,1.072,22.093,899,1,1433,.712,35,.36
0,0,.562,18.716,899,1,1433,.712,35,-.15
0,0,-.218,23.392,899,1,1433,.712,35,-.93
0,0,1.512,15.992,899,1,1433,.712,35,.8
0,0,.772,13.254,899,1,1433,.712,35,.0600000000000001
0,0,.952,24.812,899,1,1433,.712,35,.24
0,0,1.392,22.086,899,1,1433,.712,35,.68
1,0,1.002,24.479,899,1,1433,.712,35,.29
0,0,.932,16.724,899,1,1433,.712,35,.22
0,0,-.458,20.628,899,1,1433,.712,35,-1.17
0,0,-.198,14.544,899,1,1433,.712,35,-.91
0,0,.952,19.033,899,1,1433,.712,35,.24
0,0,1.072,18.727,899,1,1433,.712,35,.36
0,0,.222,24.133,185,1,1436,.562909090909091,44,-.340909090909091
0,0,-.078,18.77,185,1,1436,.562909090909091,44,-.640909090909091
0,0,1.512,21.803,185,1,1436,.562909090909091,44,.949090909090909
0,0,.212,9.561,185,1,1436,.562909090909091,44,-.350909090909091
0,1,.792,15.132,185,1,1436,.562909090909091,44,.229090909090909
0,1,1.342,22.387,185,1,1436,.562909090909091,44,.779090909090909
0,0,.242,22.578,185,1,1436,.562909090909091,44,-.320909090909091
0,0,-.298,18.763,185,1,1436,.562909090909091,44,-.860909090909091
0,0,-1.038,18.301,185,1,1436,.562909090909091,44,-1.60090909090909
0,0,.682,15.879,185,1,1436,.562909090909091,44,.119090909090909
0,0,.802,20.424,185,1,1436,.562909090909091,44,.239090909090909
0,0,.952,23.072,185,1,1436,.562909090909091,44,.389090909090909
0,1,1.002,13.12,185,1,1436,.562909090909091,44,.439090909090909
0,0,1.142,18.844,185,1,1436,.562909090909091,44,.579090909090909
0,1,.482,17.495,185,1,1436,.562909090909091,44,-.0809090909090908
0,1,1.512,15.615,185,1,1436,.562909090909091,44,.949090909090909
0,1,.242,11.001,185,1,1436,.562909090909091,44,-.320909090909091
0,1,1.222,17.103,185,1,1436,.562909090909091,44,.659090909090909
0,1,-.298,21.56,185,1,1436,.562909090909091,44,-.860909090909091
0,0,-.338,19.419,185,1,1436,.562909090909091,44,-.900909090909091
0,1,1.042,18.471,185,1,1436,.562909090909091,44,.479090909090909
0,0,.672,22.868,185,1,1436,.562909090909091,44,.109090909090909
0,0,.732,14.138,185,1,1436,.562909090909091,44,.169090909090909
0,0,.822,23.271,185,1,1436,.562909090909091,44,.259090909090909
0,0,.362,13.472,185,1,1436,.562909090909091,44,-.200909090909091
0,0,-.318,17.465,185,1,1436,.562909090909091,44,-.880909090909091
0,0,.682,16.038,185,1,1436,.562909090909091,44,.119090909090909
0,0,.712,22.455,185,1,1436,.562909090909091,44,.149090909090909
0,0,.542,18.984,185,1,1436,.562909090909091,44,-.0209090909090908
0,0,.252,12.535,185,1,1436,.562909090909091,44,-.310909090909091
0,1,.482,16.568,185,1,1436,.562909090909091,44,-.0809090909090908
0,0,-.028,22.592,185,1,1436,.562909090909091,44,-.590909090909091
0,0,.252,16.886,185,1,1436,.562909090909091,44,-.310909090909091
0,0,.702,22.985,185,1,1436,.562909090909091,44,.139090909090909
0,1,.212,6.798,185,1,1436,.562909090909091,44,-.350909090909091
0,1,.342,5.51,185,1,1436,.562909090909091,44,-.220909090909091
0,0,1.342,24.479,185,1,1436,.562909090909091,44,.779090909090909
0,1,1.512,18.827,185,1,1436,.562909090909091,44,.949090909090909
0,1,1.212,20.268,185,1,1436,.562909090909091,44,.649090909090909
0,0,1.122,24.993,185,1,1436,.562909090909091,44,.559090909090909
0,0,.272,15.06,185,1,1436,.562909090909091,44,-.290909090909091
0,1,.782,20.818,185,1,1436,.562909090909091,44,.219090909090909
0,0,-.018,18.33,185,1,1436,.562909090909091,44,-.580909090909091
0,0,.772,18.14,185,1,1436,.562909090909091,44,.209090909090909
0,1,.042,12.962,1672,0,1461,.677454545454546,33,-.635454545454545
0,1,1.282,24.545,1672,0,1461,.677454545454546,33,.604545454545454
0,1,1.122,13.314,1672,0,1461,.677454545454546,33,.444545454545455
0,1,1.172,16.929,1672,0,1461,.677454545454546,33,.494545454545454
0,1,-1.108,3.796,1672,0,1461,.677454545454546,33,-1.78545454545455
0,1,.822,14.581,1672,0,1461,.677454545454546,33,.144545454545454
0,1,.482,18.719,1672,0,1461,.677454545454546,33,-.195454545454546
0,1,.902,12.595,1672,0,1461,.677454545454546,33,.224545454545454
0,1,1.022,17.326,1672,0,1461,.677454545454546,33,.344545454545454
0,1,.602,15.918,1672,0,1461,.677454545454546,33,-.0754545454545456
0,0,1.272,23.088,1672,0,1461,.677454545454546,33,.594545454545454
0,0,1.352,18.259,1672,0,1461,.677454545454546,33,.674545454545455
0,0,1.422,23.517,1672,0,1461,.677454545454546,33,.744545454545454
0,0,-.108,14.157,1672,0,1461,.677454545454546,33,-.785454545454546
0,0,-.358,17.999,1672,0,1461,.677454545454546,33,-1.03545454545455
0,1,1.202,18.858,1672,0,1461,.677454545454546,33,.524545454545454
0,0,-.778,22.183,1672,0,1461,.677454545454546,33,-1.45545454545455
0,1,1.102,24.993,1672,0,1461,.677454545454546,33,.424545454545455
0,1,1.012,20.928,1672,0,1461,.677454545454546,33,.334545454545454
0,0,1.262,22.461,1672,0,1461,.677454545454546,33,.584545454545454
0,0,1.392,18.322,1672,0,1461,.677454545454546,33,.714545454545454
0,1,-.258,2.895,1672,0,1461,.677454545454546,33,-.935454545454546
0,0,.932,21.007,1672,0,1461,.677454545454546,33,.254545454545455
0,0,1.062,18.471,1672,0,1461,.677454545454546,33,.384545454545455
0,0,1.212,24.48,1672,0,1461,.677454545454546,33,.534545454545454
0,1,.982,18.471,1672,0,1461,.677454545454546,33,.304545454545454
0,1,.462,18.831,1672,0,1461,.677454545454546,33,-.215454545454546
0,1,.532,18.114,1672,0,1461,.677454545454546,33,-.145454545454546
0,0,1.062,22.685,1672,0,1461,.677454545454546,33,.384545454545455
0,0,.172,-.338,1672,0,1461,.677454545454546,33,-.505454545454546
0,1,.492,21.09,1672,0,1461,.677454545454546,33,-.185454545454546
1,0,-.668,-2.832,1672,0,1461,.677454545454546,33,-1.34545454545455
0,1,1.262,17.483,1672,0,1461,.677454545454546,33,.584545454545454
1,0,.162,1.967,530,1,1462,-.66940350877193,57,.83140350877193
1,0,-.758,7.718,530,1,1462,-.66940350877193,57,-.0885964912280705
1,0,-.708,19.043,530,1,1462,-.66940350877193,57,-.0385964912280704
1,0,-.818,20.133,530,1,1462,-.66940350877193,57,-.14859649122807
1,0,-1.918,22.289,530,1,1462,-.66940350877193,57,-1.24859649122807
1,0,-.948,14.277,530,1,1462,-.66940350877193,57,-.27859649122807
1,0,-.798,10.189,530,1,1462,-.66940350877193,57,-.12859649122807
1,0,-1.458,9.607,530,1,1462,-.66940350877193,57,-.78859649122807
1,0,-.158,6.125,530,1,1462,-.66940350877193,57,.51140350877193
1,0,-.378,23.818,530,1,1462,-.66940350877193,57,.29140350877193
1,0,-1.068,6.34,530,1,1462,-.66940350877193,57,-.398596491228071
1,0,-.808,9.437,530,1,1462,-.66940350877193,57,-.13859649122807
1,0,-1.648,8.168,530,1,1462,-.66940350877193,57,-.97859649122807
1,0,-.288,4.31,530,1,1462,-.66940350877193,57,.38140350877193
1,0,-.328,6.986,530,1,1462,-.66940350877193,57,.34140350877193
1,0,-.498,21.452,530,1,1462,-.66940350877193,57,.17140350877193
1,0,-.158,9.167,530,1,1462,-.66940350877193,57,.51140350877193
1,0,-.728,9.625,530,1,1462,-.66940350877193,57,-.0585964912280704
1,0,-.948,.722,530,1,1462,-.66940350877193,57,-.27859649122807
1,0,-.728,3.115,530,1,1462,-.66940350877193,57,-.0585964912280704
1,0,-1.508,23.066,530,1,1462,-.66940350877193,57,-.83859649122807
1,0,-.088,4.518,530,1,1462,-.66940350877193,57,.58140350877193
1,0,-.638,5.337,530,1,1462,-.66940350877193,57,.0314035087719295
1,0,-.358,4.103,530,1,1462,-.66940350877193,57,.31140350877193
1,0,-.658,15.794,530,1,1462,-.66940350877193,57,.0114035087719295
1,0,-.958,1.975,530,1,1462,-.66940350877193,57,-.28859649122807
1,0,-1.208,2.693,530,1,1462,-.66940350877193,57,-.53859649122807
1,0,-.378,13.809,530,1,1462,-.66940350877193,57,.29140350877193
1,0,-.918,7.964,530,1,1462,-.66940350877193,57,-.24859649122807
1,0,.222,2.142,530,1,1462,-.66940350877193,57,.89140350877193
1,0,.312,6.035,530,1,1462,-.66940350877193,57,.98140350877193
1,0,-.488,17.996,530,1,1462,-.66940350877193,57,.18140350877193
0,0,.302,20.792,530,1,1462,-.66940350877193,57,.971403508771929
1,0,-.868,9.909,530,1,1462,-.66940350877193,57,-.19859649122807
1,0,-.708,5.189,530,1,1462,-.66940350877193,57,-.0385964912280704
1,0,-1.178,7.772,530,1,1462,-.66940350877193,57,-.50859649122807
1,0,-.498,12.074,530,1,1462,-.66940350877193,57,.17140350877193
1,0,.032,15.103,530,1,1462,-.66940350877193,57,.70140350877193
1,0,-1.318,11.252,530,1,1462,-.66940350877193,57,-.648596491228071
1,0,-1.948,1.283,530,1,1462,-.66940350877193,57,-1.27859649122807
1,0,-.738,16.975,530,1,1462,-.66940350877193,57,-.0685964912280704
1,0,-.558,8.762,530,1,1462,-.66940350877193,57,.11140350877193
1,0,-.518,6.789,530,1,1462,-.66940350877193,57,.15140350877193
1,0,-1.098,12.283,530,1,1462,-.66940350877193,57,-.428596491228071
1,0,-.778,11.479,530,1,1462,-.66940350877193,57,-.10859649122807
1,0,-1.068,9.071,530,1,1462,-.66940350877193,57,-.398596491228071
1,0,-.388,9.474,530,1,1462,-.66940350877193,57,.28140350877193
